season,match_week,team_id,team_name,position,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,home_played,home_won,home_drawn,home_lost,home_goals_for,home_goals_against,home_goal_difference,home_points,away_played,away_won,away_drawn,away_lost,away_goals_for,away_goals_against,away_goal_difference,away_points,annotation_types,annotation_destinations,stadium_name,stadium_city
2017/18,25,1,Arsenal,6,25,12,6,7,46,34,12,42,12,9,2,1,31,13,18,29,13,3,4,6,15,21,-6,13,,,Emirates Stadium,London
2017/18,25,43,Burnley,7,25,9,8,8,20,22,-2,35,12,5,2,5,8,9,-1,17,13,4,6,3,12,13,-1,18,,,Turf Moor,Burnley
2017/18,25,26,Leicester City,8,25,9,7,9,37,34,3,34,12,6,2,4,18,14,4,20,13,3,5,5,19,20,-1,14,,,King Power Stadium,Leicester
2017/18,25,7,Everton,9,25,8,7,10,28,40,-12,31,13,7,2,4,20,17,3,23,12,1,5,6,8,23,-15,8,,,Goodison Park,Liverpool
2017/18,25,127,Bournemouth,10,25,7,7,11,28,36,-8,28,12,4,3,5,16,18,-2,15,13,3,4,6,12,18,-6,13,,,Vitality Stadium,Bournemouth
2017/18,25,33,Watford,11,25,7,6,12,33,44,-11,27,12,3,4,5,16,25,-9,13,13,4,2,7,17,19,-2,14,,,Vicarage Road,Watford
2017/18,25,25,West Ham United,12,25,6,9,10,31,43,-12,27,12,4,4,4,14,17,-3,16,13,2,5,6,17,26,-9,11,,,London Stadium,London
2017/18,25,6,Crystal Palace,13,25,6,8,11,23,38,-15,26,12,4,4,4,15,18,-3,16,13,2,4,7,8,20,-12,10,,,Selhurst Park,London
2017/18,25,23,Newcastle United,14,25,6,6,13,23,35,-12,24,13,3,4,6,11,15,-4,13,12,3,2,7,12,20,-8,11,,,St. James' Park,Newcastle
2017/18,25,131,Brighton & Hove Albion,15,25,5,9,11,18,34,-16,24,12,3,6,3,12,18,-6,15,13,2,3,8,6,16,-10,9,,,AMEX Stadium,Falmer
2017/18,25,42,Stoke City,16,25,6,6,13,25,50,-25,24,13,5,3,5,15,20,-5,18,12,1,3,8,10,30,-20,6,,,Britannia Stadium,Stoke
2017/18,25,159,Huddersfield Town,17,25,6,6,13,19,44,-25,24,13,4,4,5,11,19,-8,16,12,2,2,8,8,25,-17,8,,,John Smith's Stadium,Huddersfield
2017/18,25,20,Southampton,18,25,4,11,10,25,36,-11,23,14,3,6,5,16,19,-3,15,11,1,5,5,9,17,-8,8,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,25,45,Swansea City,19,25,6,5,14,18,36,-18,23,13,4,2,7,10,18,-8,14,12,2,3,7,8,18,-10,9,R,EN_CH,Liberty Stadium,Swansea
2017/18,25,36,West Bromwich Albion,20,25,3,11,11,19,34,-15,20,12,2,7,3,12,15,-3,13,13,1,4,8,7,19,-12,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,26,11,Manchester City,1,26,22,3,1,74,19,55,69,13,12,1,0,45,9,36,37,13,10,2,1,29,10,19,32,Q,EU_CL,Etihad Stadium,Manchester
2017/18,26,12,Manchester United,2,26,17,5,4,51,18,33,56,13,10,2,1,29,5,24,32,13,7,3,3,22,13,9,24,Q,EU_CL,Old Trafford,Manchester
2017/18,26,10,Liverpool,3,26,14,9,3,59,31,28,51,13,7,6,0,27,9,18,27,13,7,3,3,32,22,10,24,Q,EU_CL,Anfield,Liverpool
2017/18,26,4,Chelsea,4,26,15,5,6,46,23,23,50,13,8,2,3,21,10,11,26,13,7,3,3,25,13,12,24,Q,EU_CL,Stamford Bridge,London
2017/18,26,21,Tottenham Hotspur,5,26,14,7,5,51,24,27,49,13,8,4,1,28,9,19,28,13,6,3,4,23,15,8,21,Q,EU_EL,Wembley Stadium,London
2017/18,26,1,Arsenal,6,26,13,6,7,51,35,16,45,13,10,2,1,36,14,22,32,13,3,4,6,15,21,-6,13,,,Emirates Stadium,London
2017/18,26,43,Burnley,7,26,9,9,8,21,23,-2,36,13,5,3,5,9,10,-1,18,13,4,6,3,12,13,-1,18,,,Turf Moor,Burnley
2017/18,26,26,Leicester City,8,26,9,8,9,38,35,3,35,13,6,3,4,19,15,4,21,13,3,5,5,19,20,-1,14,,,King Power Stadium,Leicester
2017/18,26,127,Bournemouth,9,26,8,7,11,30,37,-7,31,13,5,3,5,18,19,-1,18,13,3,4,6,12,18,-6,13,,,Vitality Stadium,Bournemouth
2017/18,26,7,Everton,10,26,8,7,11,29,45,-16,31,13,7,2,4,20,17,3,23,13,1,5,7,9,28,-19,8,,,Goodison Park,Liverpool
2017/18,26,33,Watford,11,26,8,6,12,37,45,-8,30,13,4,4,5,20,26,-6,16,13,4,2,7,17,19,-2,14,,,Vicarage Road,Watford
2017/18,26,25,West Ham United,12,26,6,9,11,32,46,-14,27,12,4,4,4,14,17,-3,16,14,2,5,7,18,29,-11,11,,,London Stadium,London
2017/18,26,131,Brighton & Hove Albion,13,26,6,9,11,21,35,-14,27,13,4,6,3,15,19,-4,18,13,2,3,8,6,16,-10,9,,,AMEX Stadium,Falmer
2017/18,26,6,Crystal Palace,14,26,6,9,11,24,39,-15,27,13,4,5,4,16,19,-3,17,13,2,4,7,8,20,-12,10,,,Selhurst Park,London
2017/18,26,20,Southampton,15,26,5,11,10,28,38,-10,26,14,3,6,5,16,19,-3,15,12,2,5,5,12,19,-7,11,,,St. Mary's Stadium,Southampton
2017/18,26,23,Newcastle United,16,26,6,7,13,24,36,-12,25,13,3,4,6,11,15,-4,13,13,3,3,7,13,21,-8,12,,,St. James' Park,Newcastle
2017/18,26,45,Swansea City,17,26,6,6,14,19,37,-18,24,13,4,2,7,10,18,-8,14,13,2,4,7,9,19,-10,10,,,Liberty Stadium,Swansea
2017/18,26,42,Stoke City,18,26,6,6,14,26,52,-26,24,13,5,3,5,15,20,-5,18,13,1,3,9,11,32,-21,6,R,EN_CH,Britannia Stadium,Stoke
2017/18,26,159,Huddersfield Town,19,26,6,6,14,19,46,-27,24,13,4,4,5,11,19,-8,16,13,2,2,9,8,27,-19,8,R,EN_CH,John Smith's Stadium,Huddersfield
2017/18,26,36,West Bromwich Albion,20,26,3,11,12,21,37,-16,20,13,2,7,4,14,18,-4,13,13,1,4,8,7,19,-12,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,27,11,Manchester City,1,27,23,3,1,79,20,59,72,14,13,1,0,50,10,40,40,13,10,2,1,29,10,19,32,Q,EU_CL,Etihad Stadium,Manchester
2017/18,27,12,Manchester United,2,27,17,5,5,51,19,32,56,13,10,2,1,29,5,24,32,14,7,3,4,22,14,8,24,Q,EU_CL,Old Trafford,Manchester
2017/18,27,10,Liverpool,3,27,15,9,3,61,31,30,54,13,7,6,0,27,9,18,27,14,8,3,3,34,22,12,27,Q,EU_CL,Anfield,Liverpool
2017/18,27,4,Chelsea,4,27,16,5,6,49,23,26,53,14,9,2,3,24,10,14,29,13,7,3,3,25,13,12,24,Q,EU_CL,Stamford Bridge,London
2017/18,27,21,Tottenham Hotspur,5,27,15,7,5,52,24,28,52,14,9,4,1,29,9,20,31,13,6,3,4,23,15,8,21,Q,EU_EL,Wembley Stadium,London
2017/18,27,1,Arsenal,6,27,13,6,8,51,36,15,45,13,10,2,1,36,14,22,32,14,3,4,7,15,22,-7,13,,,Emirates Stadium,London
2017/18,27,43,Burnley,7,27,9,9,9,21,24,-3,36,13,5,3,5,9,10,-1,18,14,4,6,4,12,14,-2,18,,,Turf Moor,Burnley
2017/18,27,26,Leicester City,8,27,9,8,10,39,40,-1,35,13,6,3,4,19,15,4,21,14,3,5,6,20,25,-5,14,,,King Power Stadium,Leicester
2017/18,27,7,Everton,9,27,9,7,11,32,46,-14,34,14,8,2,4,23,18,5,26,13,1,5,7,9,28,-19,8,,,Goodison Park,Liverpool
2017/18,27,127,Bournemouth,10,27,8,7,12,31,41,-10,31,13,5,3,5,18,19,-1,18,14,3,4,7,13,22,-9,13,,,Vitality Stadium,Bournemouth
2017/18,27,33,Watford,11,27,8,6,13,37,47,-10,30,13,4,4,5,20,26,-6,16,14,4,2,8,17,21,-4,14,,,Vicarage Road,Watford
2017/18,27,25,West Ham United,12,27,7,9,11,34,46,-12,30,13,5,4,4,16,17,-1,19,14,2,5,7,18,29,-11,11,,,London Stadium,London
2017/18,27,23,Newcastle United,13,27,7,7,13,25,36,-11,28,14,4,4,6,12,15,-3,16,13,3,3,7,13,21,-8,12,,,St. James' Park,Newcastle
2017/18,27,131,Brighton & Hove Albion,14,27,6,10,11,22,36,-14,28,13,4,6,3,15,19,-4,18,14,2,4,8,7,17,-10,10,,,AMEX Stadium,Falmer
2017/18,27,6,Crystal Palace,15,27,6,9,12,25,42,-17,27,13,4,5,4,16,19,-3,17,14,2,4,8,9,23,-14,10,,,Selhurst Park,London
2017/18,27,45,Swansea City,16,27,7,6,14,20,37,-17,27,14,5,2,7,11,18,-7,17,13,2,4,7,9,19,-10,10,,,Liberty Stadium,Swansea
2017/18,27,159,Huddersfield Town,17,27,7,6,14,23,47,-24,27,14,5,4,5,15,20,-5,19,13,2,2,9,8,27,-19,8,,,John Smith's Stadium,Huddersfield
2017/18,27,20,Southampton,18,27,5,11,11,28,40,-12,26,15,3,6,6,16,21,-5,15,12,2,5,5,12,19,-7,11,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,27,42,Stoke City,19,27,6,7,14,27,53,-26,25,14,5,4,5,16,21,-5,19,13,1,3,9,11,32,-21,6,R,EN_CH,Britannia Stadium,Stoke
2017/18,27,36,West Bromwich Albion,20,27,3,11,13,21,40,-19,20,13,2,7,4,14,18,-4,13,14,1,4,9,7,22,-15,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,28,11,Manchester City,1,28,24,3,1,82,20,62,75,14,13,1,0,50,10,40,40,14,11,2,1,32,10,22,35,Q,EU_CL,Etihad Stadium,Manchester
2017/18,28,12,Manchester United,2,28,18,5,5,53,20,33,59,14,11,2,1,31,6,25,35,14,7,3,4,22,14,8,24,Q,EU_CL,Old Trafford,Manchester
2017/18,28,10,Liverpool,3,28,16,9,3,65,32,33,57,14,8,6,0,31,10,21,30,14,8,3,3,34,22,12,27,Q,EU_CL,Anfield,Liverpool
2017/18,28,21,Tottenham Hotspur,4,28,16,7,5,53,24,29,55,14,9,4,1,29,9,20,31,14,7,3,4,24,15,9,24,Q,EU_CL,Wembley Stadium,London
2017/18,28,4,Chelsea,5,28,16,5,7,50,25,25,53,14,9,2,3,24,10,14,29,14,7,3,4,26,15,11,24,Q,EU_EL,Stamford Bridge,London
2017/18,28,1,Arsenal,6,28,13,6,9,51,39,12,45,14,10,2,2,36,17,19,32,14,3,4,7,15,22,-7,13,,,Emirates Stadium,London
2017/18,28,43,Burnley,7,28,9,10,9,22,25,-3,37,14,5,4,5,10,11,-1,19,14,4,6,4,12,14,-2,18,,,Turf Moor,Burnley
2017/18,28,26,Leicester City,8,28,9,9,10,40,41,-1,36,14,6,4,4,20,16,4,22,14,3,5,6,20,25,-5,14,,,King Power Stadium,Leicester
2017/18,28,7,Everton,9,28,9,7,12,32,47,-15,34,14,8,2,4,23,18,5,26,14,1,5,8,9,29,-20,8,,,Goodison Park,Liverpool
2017/18,28,33,Watford,10,28,9,6,13,38,47,-9,33,14,5,4,5,21,26,-5,19,14,4,2,8,17,21,-4,14,,,Vicarage Road,Watford
2017/18,28,127,Bournemouth,11,28,8,8,12,33,43,-10,32,14,5,4,5,20,21,-1,19,14,3,4,7,13,22,-9,13,,,Vitality Stadium,Bournemouth
2017/18,28,131,Brighton & Hove Albion,12,28,7,10,11,26,37,-11,31,14,5,6,3,19,20,-1,21,14,2,4,8,7,17,-10,10,,,AMEX Stadium,Falmer
2017/18,28,25,West Ham United,13,28,7,9,12,35,50,-15,30,13,5,4,4,16,17,-1,19,15,2,5,8,19,33,-14,11,,,London Stadium,London
2017/18,28,159,Huddersfield Town,14,28,8,6,14,25,48,-23,30,14,5,4,5,15,20,-5,19,14,3,2,9,10,28,-18,11,,,John Smith's Stadium,Huddersfield
2017/18,28,23,Newcastle United,15,28,7,8,13,27,38,-11,29,14,4,4,6,12,15,-3,16,14,3,4,7,15,23,-8,13,,,St. James' Park,Newcastle
2017/18,28,20,Southampton,16,28,5,12,11,29,41,-12,27,15,3,6,6,16,21,-5,15,13,2,6,5,13,20,-7,12,,,St. Mary's Stadium,Southampton
2017/18,28,6,Crystal Palace,17,28,6,9,13,25,43,-18,27,14,4,5,5,16,20,-4,17,14,2,4,8,9,23,-14,10,,,Selhurst Park,London
2017/18,28,45,Swansea City,18,28,7,6,15,21,41,-20,27,14,5,2,7,11,18,-7,17,14,2,4,8,10,23,-13,10,R,EN_CH,Liberty Stadium,Swansea
2017/18,28,42,Stoke City,19,28,6,8,14,28,54,-26,26,14,5,4,5,16,21,-5,19,14,1,4,9,12,33,-21,7,R,EN_CH,Britannia Stadium,Stoke
2017/18,28,36,West Bromwich Albion,20,28,3,11,14,22,42,-20,20,14,2,7,5,15,20,-5,13,14,1,4,9,7,22,-15,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,29,11,Manchester City,1,29,25,3,1,83,20,63,78,15,14,1,0,51,10,41,43,14,11,2,1,32,10,22,35,Q,EU_CL,Etihad Stadium,Manchester
2017/18,29,12,Manchester United,2,29,19,5,5,56,22,34,62,14,11,2,1,31,6,25,35,15,8,3,4,25,16,9,27,Q,EU_CL,Old Trafford,Manchester
2017/18,29,10,Liverpool,3,29,17,9,3,67,32,35,60,15,9,6,0,33,10,23,33,14,8,3,3,34,22,12,27,Q,EU_CL,Anfield,Liverpool
2017/18,29,21,Tottenham Hotspur,4,29,17,7,5,55,24,31,58,15,10,4,1,31,9,22,34,14,7,3,4,24,15,9,24,Q,EU_CL,Wembley Stadium,London
2017/18,29,4,Chelsea,5,29,16,5,8,50,26,24,53,14,9,2,3,24,10,14,29,15,7,3,5,26,16,10,24,Q,EU_EL,Stamford Bridge,London
2017/18,29,1,Arsenal,6,29,13,6,10,52,41,11,45,14,10,2,2,36,17,19,32,15,3,4,8,16,24,-8,13,,,Emirates Stadium,London
2017/18,29,43,Burnley,7,29,10,10,9,24,26,-2,40,15,6,4,5,12,12,0,22,14,4,6,4,12,14,-2,18,,,Turf Moor,Burnley
2017/18,29,26,Leicester City,8,29,9,10,10,41,42,-1,37,15,6,5,4,21,17,4,23,14,3,5,6,20,25,-5,14,,,King Power Stadium,Leicester
2017/18,29,33,Watford,9,29,10,6,13,39,47,-8,36,15,6,4,5,22,26,-4,22,14,4,2,8,17,21,-4,14,,,Vicarage Road,Watford
2017/18,29,131,Brighton & Hove Albion,10,29,8,10,11,28,38,-10,34,15,6,6,3,21,21,0,24,14,2,4,8,7,17,-10,10,,,AMEX Stadium,Falmer
2017/18,29,7,Everton,11,29,9,7,13,33,49,-16,34,14,8,2,4,23,18,5,26,15,1,5,9,10,31,-21,8,,,Goodison Park,Liverpool
2017/18,29,127,Bournemouth,12,29,8,9,12,34,44,-10,33,14,5,4,5,20,21,-1,19,15,3,5,7,14,23,-9,14,,,Vitality Stadium,Bournemouth
2017/18,29,45,Swansea City,13,29,8,6,15,25,42,-17,30,15,6,2,7,15,19,-4,20,14,2,4,8,10,23,-13,10,,,Liberty Stadium,Swansea
2017/18,29,25,West Ham United,14,29,7,9,13,36,54,-18,30,13,5,4,4,16,17,-1,19,16,2,5,9,20,37,-17,11,,,London Stadium,London
2017/18,29,159,Huddersfield Town,15,29,8,6,15,25,50,-25,30,14,5,4,5,15,20,-5,19,15,3,2,10,10,30,-20,11,,,John Smith's Stadium,Huddersfield
2017/18,29,23,Newcastle United,16,29,7,8,14,27,40,-13,29,14,4,4,6,12,15,-3,16,15,3,4,8,15,25,-10,13,,,St. James' Park,Newcastle
2017/18,29,20,Southampton,17,29,5,13,11,29,41,-12,28,16,3,7,6,16,21,-5,16,13,2,6,5,13,20,-7,12,,,St. Mary's Stadium,Southampton
2017/18,29,6,Crystal Palace,18,29,6,9,14,27,46,-19,27,15,4,5,6,18,23,-5,17,14,2,4,8,9,23,-14,10,R,EN_CH,Selhurst Park,London
2017/18,29,42,Stoke City,19,29,6,9,14,28,54,-26,27,14,5,4,5,16,21,-5,19,15,1,5,9,12,33,-21,8,R,EN_CH,Britannia Stadium,Stoke
2017/18,29,36,West Bromwich Albion,20,29,3,11,15,22,43,-21,20,14,2,7,5,15,20,-5,13,15,1,4,10,7,23,-16,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,30,11,Manchester City,1,30,26,3,1,85,20,65,81,15,14,1,0,51,10,41,43,15,12,2,1,34,10,24,38,Q,EU_CL,Etihad Stadium,Manchester
2017/18,30,12,Manchester United,2,30,20,5,5,58,23,35,65,15,12,2,1,33,7,26,38,15,8,3,4,25,16,9,27,Q,EU_CL,Old Trafford,Manchester
2017/18,30,21,Tottenham Hotspur,3,30,18,7,5,59,25,34,61,15,10,4,1,31,9,22,34,15,8,3,4,28,16,12,27,Q,EU_CL,Wembley Stadium,London
2017/18,30,10,Liverpool,4,30,17,9,4,68,34,34,60,15,9,6,0,33,10,23,33,15,8,3,4,35,24,11,27,Q,EU_CL,Anfield,Liverpool
2017/18,30,4,Chelsea,5,30,17,5,8,52,27,25,56,15,10,2,3,26,11,15,32,15,7,3,5,26,16,10,24,Q,EU_EL,Stamford Bridge,London
2017/18,30,1,Arsenal,6,30,14,6,10,55,41,14,48,15,11,2,2,39,17,22,35,15,3,4,8,16,24,-8,13,,,Emirates Stadium,London
2017/18,30,43,Burnley,7,30,11,10,9,27,26,1,43,15,6,4,5,12,12,0,22,15,5,6,4,15,14,1,21,,,Turf Moor,Burnley
2017/18,30,26,Leicester City,8,30,10,10,10,45,43,2,40,15,6,5,4,21,17,4,23,15,4,5,6,24,26,-2,17,,,King Power Stadium,Leicester
2017/18,30,7,Everton,9,30,10,7,13,35,49,-14,37,15,9,2,4,25,18,7,29,15,1,5,9,10,31,-21,8,,,Goodison Park,Liverpool
2017/18,30,33,Watford,10,30,10,6,14,39,50,-11,36,15,6,4,5,22,26,-4,22,15,4,2,9,17,24,-7,14,,,Vicarage Road,Watford
2017/18,30,131,Brighton & Hove Albion,11,30,8,10,12,28,40,-12,34,15,6,6,3,21,21,0,24,15,2,4,9,7,19,-12,10,,,AMEX Stadium,Falmer
2017/18,30,127,Bournemouth,12,30,8,9,13,35,48,-13,33,15,5,4,6,21,25,-4,19,15,3,5,7,14,23,-9,14,,,Vitality Stadium,Bournemouth
2017/18,30,23,Newcastle United,13,30,8,8,14,30,40,-10,32,15,5,4,6,15,15,0,19,15,3,4,8,15,25,-10,13,,,St. James' Park,Newcastle
2017/18,30,45,Swansea City,14,30,8,7,15,25,42,-17,31,15,6,2,7,15,19,-4,20,15,2,5,8,10,23,-13,11,,,Liberty Stadium,Swansea
2017/18,30,159,Huddersfield Town,15,30,8,7,15,25,50,-25,31,15,5,5,5,15,20,-5,20,15,3,2,10,10,30,-20,11,,,John Smith's Stadium,Huddersfield
2017/18,30,25,West Ham United,16,30,7,9,14,36,57,-21,30,14,5,4,5,16,20,-4,19,16,2,5,9,20,37,-17,11,,,London Stadium,London
2017/18,30,20,Southampton,17,30,5,13,12,29,44,-15,28,16,3,7,6,16,21,-5,16,14,2,6,6,13,23,-10,12,,,St. Mary's Stadium,Southampton
2017/18,30,6,Crystal Palace,18,30,6,9,15,28,48,-20,27,15,4,5,6,18,23,-5,17,15,2,4,9,10,25,-15,10,R,EN_CH,Selhurst Park,London
2017/18,30,42,Stoke City,19,30,6,9,15,28,56,-28,27,15,5,4,6,16,23,-7,19,15,1,5,9,12,33,-21,8,R,EN_CH,Britannia Stadium,Stoke
2017/18,30,36,West Bromwich Albion,20,30,3,11,16,23,47,-24,20,15,2,7,6,16,24,-8,13,15,1,4,10,7,23,-16,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,31,11,Manchester City,1,30,26,3,1,85,20,65,81,15,14,1,0,51,10,41,43,15,12,2,1,34,10,24,38,Q,EU_CL,Etihad Stadium,Manchester
2017/18,31,12,Manchester United,2,30,20,5,5,58,23,35,65,15,12,2,1,33,7,26,38,15,8,3,4,25,16,9,27,Q,EU_CL,Old Trafford,Manchester
2017/18,31,10,Liverpool,3,31,18,9,4,73,34,39,63,16,10,6,0,38,10,28,36,15,8,3,4,35,24,11,27,Q,EU_CL,Anfield,Liverpool
2017/18,31,21,Tottenham Hotspur,4,30,18,7,5,59,25,34,61,15,10,4,1,31,9,22,34,15,8,3,4,28,16,12,27,Q,EU_CL,Wembley Stadium,London
2017/18,31,4,Chelsea,5,30,17,5,8,52,27,25,56,15,10,2,3,26,11,15,32,15,7,3,5,26,16,10,24,Q,EU_EL,Stamford Bridge,London
2017/18,31,1,Arsenal,6,30,14,6,10,55,41,14,48,15,11,2,2,39,17,22,35,15,3,4,8,16,24,-8,13,,,Emirates Stadium,London
2017/18,31,43,Burnley,7,30,11,10,9,27,26,1,43,15,6,4,5,12,12,0,22,15,5,6,4,15,14,1,21,,,Turf Moor,Burnley
2017/18,31,26,Leicester City,8,30,10,10,10,45,43,2,40,15,6,5,4,21,17,4,23,15,4,5,6,24,26,-2,17,,,King Power Stadium,Leicester
2017/18,31,7,Everton,9,31,11,7,13,37,50,-13,40,15,9,2,4,25,18,7,29,16,2,5,9,12,32,-20,11,,,Goodison Park,Liverpool
2017/18,31,127,Bournemouth,10,31,9,9,13,37,49,-12,36,16,6,4,6,23,26,-3,22,15,3,5,7,14,23,-9,14,,,Vitality Stadium,Bournemouth
2017/18,31,33,Watford,11,31,10,6,15,39,55,-16,36,15,6,4,5,22,26,-4,22,16,4,2,10,17,29,-12,14,,,Vicarage Road,Watford
2017/18,31,131,Brighton & Hove Albion,12,30,8,10,12,28,40,-12,34,15,6,6,3,21,21,0,24,15,2,4,9,7,19,-12,10,,,AMEX Stadium,Falmer
2017/18,31,23,Newcastle United,13,30,8,8,14,30,40,-10,32,15,5,4,6,15,15,0,19,15,3,4,8,15,25,-10,13,,,St. James' Park,Newcastle
2017/18,31,45,Swansea City,14,30,8,7,15,25,42,-17,31,15,6,2,7,15,19,-4,20,15,2,5,8,10,23,-13,11,,,Liberty Stadium,Swansea
2017/18,31,159,Huddersfield Town,15,31,8,7,16,25,52,-27,31,16,5,5,6,15,22,-7,20,15,3,2,10,10,30,-20,11,,,John Smith's Stadium,Huddersfield
2017/18,31,6,Crystal Palace,16,31,7,9,15,30,48,-18,30,15,4,5,6,18,23,-5,17,16,3,4,9,12,25,-13,13,,,Selhurst Park,London
2017/18,31,25,West Ham United,17,30,7,9,14,36,57,-21,30,14,5,4,5,16,20,-4,19,16,2,5,9,20,37,-17,11,,,London Stadium,London
2017/18,31,20,Southampton,18,30,5,13,12,29,44,-15,28,16,3,7,6,16,21,-5,16,14,2,6,6,13,23,-10,12,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,31,42,Stoke City,19,31,6,9,16,29,58,-29,27,16,5,4,7,17,25,-8,19,15,1,5,9,12,33,-21,8,R,EN_CH,Britannia Stadium,Stoke
2017/18,31,36,West Bromwich Albion,20,31,3,11,17,24,49,-25,20,15,2,7,6,16,24,-8,13,16,1,4,11,8,25,-17,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,32,11,Manchester City,1,31,27,3,1,88,21,67,84,15,14,1,0,51,10,41,43,16,13,2,1,37,11,26,41,Q,EU_CL,Etihad Stadium,Manchester
2017/18,32,12,Manchester United,2,31,21,5,5,60,23,37,68,16,13,2,1,35,7,28,41,15,8,3,4,25,16,9,27,Q,EU_CL,Old Trafford,Manchester
2017/18,32,10,Liverpool,3,32,19,9,4,75,35,40,66,16,10,6,0,38,10,28,36,16,9,3,4,37,25,12,30,Q,EU_CL,Anfield,Liverpool
2017/18,32,21,Tottenham Hotspur,4,31,19,7,5,62,26,36,64,15,10,4,1,31,9,22,34,16,9,3,4,31,17,14,30,Q,EU_CL,Wembley Stadium,London
2017/18,32,4,Chelsea,5,31,17,5,9,53,30,23,56,16,10,2,4,27,14,13,32,15,7,3,5,26,16,10,24,Q,EU_EL,Stamford Bridge,London
2017/18,32,1,Arsenal,6,31,15,6,10,58,41,17,51,16,12,2,2,42,17,25,38,15,3,4,8,16,24,-8,13,,,Emirates Stadium,London
2017/18,32,43,Burnley,7,31,12,10,9,29,27,2,46,15,6,4,5,12,12,0,22,16,6,6,4,17,15,2,24,,,Turf Moor,Burnley
2017/18,32,26,Leicester City,8,31,11,10,10,47,43,4,43,15,6,5,4,21,17,4,23,16,5,5,6,26,26,0,20,,,King Power Stadium,Leicester
2017/18,32,7,Everton,9,32,11,7,14,38,53,-15,40,16,9,2,5,26,21,5,29,16,2,5,9,12,32,-20,11,,,Goodison Park,Liverpool
2017/18,32,127,Bournemouth,10,32,9,10,13,39,51,-12,37,16,6,4,6,23,26,-3,22,16,3,6,7,16,25,-9,15,,,Vitality Stadium,Bournemouth
2017/18,32,33,Watford,11,32,10,7,15,41,57,-16,37,16,6,5,5,24,28,-4,23,16,4,2,10,17,29,-12,14,,,Vicarage Road,Watford
2017/18,32,23,Newcastle United,12,31,9,8,14,31,40,-9,35,16,6,4,6,16,15,1,22,15,3,4,8,15,25,-10,13,,,St. James' Park,Newcastle
2017/18,32,131,Brighton & Hove Albion,13,31,8,10,13,28,42,-14,34,16,6,6,4,21,23,-2,24,15,2,4,9,7,19,-12,10,,,AMEX Stadium,Falmer
2017/18,32,25,West Ham United,14,31,8,9,14,39,57,-18,33,15,6,4,5,19,20,-1,22,16,2,5,9,20,37,-17,11,,,London Stadium,London
2017/18,32,45,Swansea City,15,31,8,7,16,25,44,-19,31,15,6,2,7,15,19,-4,20,16,2,5,9,10,25,-15,11,,,Liberty Stadium,Swansea
2017/18,32,159,Huddersfield Town,16,32,8,7,17,25,53,-28,31,16,5,5,6,15,22,-7,20,16,3,2,11,10,31,-21,11,,,John Smith's Stadium,Huddersfield
2017/18,32,6,Crystal Palace,17,32,7,9,16,31,50,-19,30,16,4,5,7,19,25,-6,17,16,3,4,9,12,25,-13,13,,,Selhurst Park,London
2017/18,32,20,Southampton,18,31,5,13,13,29,47,-18,28,16,3,7,6,16,21,-5,16,15,2,6,7,13,26,-13,12,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,32,42,Stoke City,19,32,6,9,17,29,61,-32,27,16,5,4,7,17,25,-8,19,16,1,5,10,12,36,-24,8,R,EN_CH,Britannia Stadium,Stoke
2017/18,32,36,West Bromwich Albion,20,32,3,11,18,25,51,-26,20,16,2,7,7,17,26,-9,13,16,1,4,11,8,25,-17,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,33,11,Manchester City,1,32,27,3,2,90,24,66,84,16,14,1,1,53,13,40,43,16,13,2,1,37,11,26,41,Q,EU_CL,Etihad Stadium,Manchester
2017/18,33,12,Manchester United,2,32,22,5,5,63,25,38,71,16,13,2,1,35,7,28,41,16,9,3,4,28,18,10,30,Q,EU_CL,Old Trafford,Manchester
2017/18,33,10,Liverpool,3,33,19,10,4,75,35,40,67,16,10,6,0,38,10,28,36,17,9,4,4,37,25,12,31,Q,EU_CL,Anfield,Liverpool
2017/18,33,21,Tottenham Hotspur,4,32,20,7,5,64,27,37,67,15,10,4,1,31,9,22,34,17,10,3,4,33,18,15,33,Q,EU_CL,Wembley Stadium,London
2017/18,33,4,Chelsea,5,32,17,6,9,54,31,23,57,17,10,3,4,28,15,13,33,15,7,3,5,26,16,10,24,Q,EU_EL,Stamford Bridge,London
2017/18,33,1,Arsenal,6,32,16,6,10,61,43,18,54,17,13,2,2,45,19,26,41,15,3,4,8,16,24,-8,13,,,Emirates Stadium,London
2017/18,33,43,Burnley,7,32,13,10,9,31,28,3,49,15,6,4,5,12,12,0,22,17,7,6,4,19,16,3,27,,,Turf Moor,Burnley
